jd>Wed Oct 30 18:42:51 2019>Hi
jd>Thu Oct 31 11:00:07 2019>I am back peeps!
bobo>Thu Oct 31 16:30:32 2019>hey akash i am bobo
bobo>Thu Oct 31 16:30:48 2019>nicee to meet you!!
akki>Thu Oct 31 16:30:57 2019> Hey dude
jd>Thu Oct 31 20:00:35 2019>Hey akki
jd>Thu Oct 31 20:04:15 2019>nice to meet you bob
jd>Thu Oct 31 20:15:11 2019>yo again
jd>Thu Oct 31 20:15:21 2019>what up
root>Thu Oct 31 20:23:38 2019>Yo
kar>Thu Oct 31 20:23:42 2019>HI i am kar
kar>Thu Oct 31 20:24:23 2019>hey
root>Thu Oct 31 20:26:29 2019>hi
kar>Thu Oct 31 20:29:52 2019>yo root
kar>Thu Oct 31 20:31:17 2019> 
