jd>Wed Oct 30 18:42:51 2019>Hi
jd>Wed Oct 30 18:48:53 2019>I am Jaideep Singh XD
jd>Wed Oct 30 19:08:24 2019>I am her to introduce myself to the people around me
jd>Wed Oct 30 19:08:33 2019>live long and live fair
jd>Thu Oct 31 21:16:11 2019>yo
bobo>Thu Oct 31 21:19:23 2019>yo what up jd
