jd>Wed Oct 30 18:42:51 2019>Hi
jd>Wed Oct 30 18:48:53 2019>I am Jaideep Singh XD
jd>Wed Oct 30 19:08:24 2019>I am her to introduce myself to the people around me
jd>Wed Oct 30 19:08:33 2019>live long and live fair
jd>Wed Oct 30 19:08:37 2019>sayonara
bobo>Thu Oct 31 01:31:27 2019>Hi
bobo>Thu Oct 31 01:31:34 2019>my name is Basha
bobo>Thu Oct 31 01:31:40 2019>how are y'all
raj>Thu Oct 31 08:04:08 2019>Hi
aji>Thu Oct 31 23:20:38 2019>Hi i am aji
root>Thu Oct 31 23:20:45 2019>hi
root>Thu Oct 31 23:20:47 2019>.
aji>Thu Oct 31 23:20:49 2019>.
root>Thu Oct 31 23:20:56 2019>kese hain sabhi log
aji>Thu Oct 31 23:21:00 2019>i am ok
root>Thu Oct 31 23:21:05 2019>exit
