jd>Wed Oct 30 18:42:51 2019>Hi
jd>Wed Oct 30 18:48:53 2019>I am Jaideep Singh XD
jd>Wed Oct 30 19:08:24 2019>I am her to introduce myself to the people around me
jd>Wed Oct 30 19:08:33 2019>live long and live fair
jd>Wed Oct 30 19:08:37 2019>sayonara
bobo>Thu Oct 31 01:31:27 2019>Hi
bobo>Thu Oct 31 01:31:34 2019>my name is Basha
bobo>Thu Oct 31 01:31:40 2019>how are y'all
raj>Thu Oct 31 08:04:08 2019>Hi 
raj>Thu Oct 31 08:04:16 2019>I am raj, nice to meet you!!
bobo>Thu Oct 31 10:10:51 2019>HI 
bobo>Thu Oct 31 10:11:29 2019>this group is fun!
@suk>Thu Oct 31 10:41:10 2019>Hi. Yoroshku omegaishimas
@suk>Thu Oct 31 10:41:29 2019>Gmabatte
jd>Thu Oct 31 19:59:34 2019>yo
kar>Thu Oct 31 20:39:07 2019>hey there
kar>Thu Oct 31 20:39:11 2019>.
